ma_khach_hang,ho_ten,gioi_tinh,tuoi,ngay_dang_ky,danh_muc_yeu_thich,ma_dia_ly,ma_kenh
CUS0005697,Phan Lan,Female,35,2025-02-07,Moisturizer,23,6
CUS0005698,Dương Chi,Female,40,2024-01-24,Sunscreen,8,2
CUS0005699,Đặng Ngọc,Female,29,2022-08-02,Serum,19,7
CUS0005700,Vũ Việt,Male,28,2025-03-15,Cleanser,22,2
CUS0005701,Đặng Hương,Female,16,2025-11-28,Toner,3,5
CUS0005702,Phan Hoa,Female,33,2023-04-30,Moisturizer,23,8
CUS0005703,Phạm Anh,Male,29,2023-07-08,Toner,22,8
CUS0005704,Nguyễn Dũng,Male,16,2023-01-11,Toner,10,5
CUS0005705,Đặng Mai,Female,39,2025-05-05,Serum,20,5
CUS0005706,Lý Quân,Male,16,2023-04-15,Serum,21,1
CUS0005707,Hồ Thảo,Female,30,2023-10-27,Toner,8,2
CUS0005708,Dương Mai,Female,23,2025-03-21,Toner,3,2
CUS0005709,Ngô Diệu,Female,25,2024-10-10,Cleanser,11,3
CUS0005710,Dương Hùng,Male,35,2025-05-11,Sunscreen,11,8
CUS0005711,Đỗ Bảo,Female,20,2024-12-11,Moisturizer,7,2
CUS0005712,Hoàng Lan,Female,35,2025-06-16,Cleanser,2,5
CUS0005713,Phạm Thu,Female,41,2025-12-11,Toner,7,8
CUS0005714,Hồ Cường,Male,22,2025-01-21,Toner,12,6
CUS0005715,Nguyễn Nam,Male,31,2024-09-04,Cleanser,10,5
CUS0005716,Bùi Long,Male,17,2024-07-26,Serum,19,8
CUS0005717,Phan Hà,Female,28,2025-08-08,Sunscreen,3,7
CUS0005718,Lê Diệu,Female,37,2025-10-28,Toner,17,7
CUS0005719,Hoàng Mai,Female,42,2025-07-01,Cleanser,3,8
CUS0005720,Bùi Linh,Female,43,2025-11-19,Serum,15,8
CUS0005721,Hoàng Mai,Female,26,2025-10-13,Serum,10,6
CUS0005722,Lý Trang,Female,37,2022-01-05,Serum,22,1
CUS0005723,Đỗ Thu,Female,17,2024-08-18,Sunscreen,17,8
CUS0005724,Trần Hà,Female,16,2023-05-01,Moisturizer,23,8
CUS0005725,Đỗ Lan,Female,22,2024-07-30,Serum,12,2
CUS0005726,Lý Thảo,Female,17,2025-02-25,Cleanser,3,5
CUS0005727,Hoàng Hà,Female,34,2023-08-30,Toner,16,7
CUS0005728,Hồ Cường,Male,30,2025-08-10,Cleanser,3,8
CUS0005729,Lý Phương,Female,36,2023-02-17,Cleanser,6,2
CUS0005730,Đỗ Minh,Male,28,2025-02-17,Serum,17,2
CUS0005731,Dương Đức,Male,27,2025-01-04,Sunscreen,3,2
CUS0005732,Hồ Hà,Female,26,2025-06-03,Cleanser,15,8
CUS0005733,Phan An,Female,32,2024-03-07,Cleanser,3,2
CUS0005734,Trần Chi,Female,31,2025-09-07,Cleanser,20,5
CUS0005735,Phạm Trang,Female,39,2022-02-08,Serum,8,5
CUS0005736,Dương Hùng,Male,25,2022-02-13,Sunscreen,7,7
CUS0005737,Lê Hà,Female,34,2022-05-30,Serum,13,3
CUS0005738,Nguyễn Thu,Female,22,2024-03-11,Serum,16,6
CUS0005739,Lý Linh,Female,31,2025-05-12,Cleanser,19,2
CUS0005740,Lê Anh,Male,21,2025-06-28,Serum,22,8
CUS0005741,Ngô Đức,Male,35,2023-08-18,Sunscreen,22,7
CUS0005742,Vũ Việt,Male,22,2025-07-03,Cleanser,23,7
CUS0005743,Đặng Bảo,Female,36,2024-07-10,Sunscreen,15,2
CUS0005744,Hồ Lan,Female,22,2025-12-20,Moisturizer,17,6
CUS0005745,Ngô Hùng,Male,32,2024-03-14,Toner,22,2
CUS0005746,Lý Linh,Female,16,2022-12-24,Serum,20,7
CUS0005747,Dương Quân,Male,31,2023-03-18,Sunscreen,8,3
CUS0005748,Phan Hương,Female,30,2025-12-04,Moisturizer,23,7
CUS0005749,Trần Ngọc,Female,32,2024-01-06,Sunscreen,22,3
CUS0005750,Ngô Vy,Female,28,2025-10-28,Sunscreen,23,7
CUS0005751,Đặng Chi,Female,27,2024-10-12,Cleanser,22,8
CUS0005752,Vũ Bảo,Female,31,2025-03-20,Serum,23,5
CUS0005753,Hoàng Nhung,Female,34,2025-05-28,Cleanser,6,7
CUS0005754,Lê Tuấn,Male,41,2022-04-16,Cleanser,11,3
CUS0005755,Trần Hương,Female,32,2022-09-12,Toner,8,7
CUS0005756,Trần Trang,Female,32,2024-09-12,Sunscreen,11,6
CUS0005757,Phan Lan,Female,35,2022-07-02,Moisturizer,14,8
CUS0005758,Nguyễn Thu,Female,16,2023-12-12,Sunscreen,23,8
CUS0005759,Đặng Anh,Male,33,2024-06-06,Moisturizer,5,2
CUS0005760,Vũ Dũng,Male,24,2025-02-13,Sunscreen,11,8
CUS0005761,Lý Chi,Female,23,2025-10-29,Sunscreen,16,1
CUS0005762,Lê Việt,Male,35,2024-01-30,Serum,15,5
CUS0005763,Đỗ Hoa,Female,30,2023-02-25,Sunscreen,17,8
CUS0005764,Bùi Việt,Male,35,2025-11-10,Serum,11,5
CUS0005765,Trần Cường,Male,32,2023-11-29,Serum,15,8
CUS0005766,Hoàng Vy,Female,35,2025-06-27,Serum,2,7
CUS0005767,Phạm Linh,Female,16,2024-10-02,Toner,16,1
CUS0005768,Lý Vy,Female,16,2024-03-02,Toner,16,5
CUS0005769,Hồ Trang,Female,35,2022-09-15,Serum,7,5
CUS0005770,Nguyễn Nhung,Female,27,2025-01-23,Toner,17,5
CUS0005771,Hoàng Bảo,Female,31,2025-06-28,Moisturizer,20,7
CUS0005772,Dương Minh,Male,16,2025-12-27,Serum,10,7
CUS0005773,Đỗ Hương,Female,35,2024-02-21,Moisturizer,16,8
CUS0005774,Dương Dũng,Male,24,2025-02-17,Serum,8,7
CUS0005775,Ngô Nga,Female,24,2023-11-26,Toner,20,2
CUS0005776,Vũ Ngọc,Female,26,2023-10-28,Cleanser,10,7
CUS0005777,Đặng Hương,Female,31,2022-01-04,Sunscreen,23,7
CUS0005778,Vũ Tuấn,Male,19,2022-03-26,Moisturizer,16,8
CUS0005779,Lý Tuấn,Male,31,2025-12-19,Serum,20,2
CUS0005780,Bùi Chi,Female,33,2025-07-26,Moisturizer,13,6
CUS0005781,Đỗ Ngọc,Female,21,2022-01-06,Serum,11,2
CUS0005782,Phạm Phương,Female,23,2023-02-07,Serum,8,7
CUS0005783,Hồ Hương,Female,39,2025-07-08,Serum,3,1
CUS0005784,Ngô Hương,Female,16,2024-02-21,Toner,19,2
CUS0005785,Nguyễn An,Female,24,2025-09-11,Moisturizer,6,8
CUS0005786,Lê Nam,Male,23,2025-06-19,Toner,20,7
CUS0005787,Ngô Nga,Female,25,2023-05-12,Toner,3,5
CUS0005788,Đặng Tuấn,Male,16,2024-02-29,Serum,13,5
CUS0005789,Lê Chi,Female,28,2024-06-20,Cleanser,17,2
CUS0005790,Lý Đức,Male,32,2025-12-18,Cleanser,14,8
CUS0005791,Dương Diệu,Female,22,2025-09-18,Serum,11,7
CUS0005792,Vũ Trang,Female,34,2024-11-01,Serum,18,7
CUS0005793,Vũ Hùng,Male,19,2025-04-06,Serum,16,5
CUS0005794,Lý Phương,Female,25,2023-06-04,Serum,20,3
CUS0005795,Hồ Hoa,Female,36,2025-06-24,Sunscreen,17,8
CUS0005796,Vũ Trang,Female,26,2025-12-09,Sunscreen,20,7
CUS0005797,Lê Hà,Female,29,2025-07-14,Cleanser,23,8
CUS0005798,Dương Hải,Male,37,2022-05-19,Moisturizer,7,8
CUS0005799,Bùi An,Female,35,2024-03-05,Sunscreen,8,3
CUS0005800,Lý Bình,Male,36,2025-04-16,Sunscreen,8,7
CUS0005801,Đặng Ngọc,Female,48,2023-04-17,Serum,17,2
CUS0005802,Vũ Anh,Male,28,2023-11-14,Serum,3,8
CUS0005803,Lý Lan,Female,16,2023-03-30,Toner,15,8
CUS0005804,Phan Mai,Female,31,2024-08-06,Moisturizer,12,2
CUS0005805,Lê An,Female,32,2023-11-08,Cleanser,11,3
CUS0005806,Bùi Nhung,Female,31,2025-11-08,Cleanser,15,6
CUS0005807,Lý Chi,Female,23,2024-01-25,Cleanser,10,7
CUS0005808,Phan An,Female,29,2022-12-20,Moisturizer,9,3
CUS0005809,Bùi Hà,Female,33,2022-02-09,Moisturizer,10,3
CUS0005810,Lý Nam,Male,31,2023-12-24,Moisturizer,15,2
CUS0005811,Dương Bảo,Female,24,2025-10-16,Cleanser,8,7
CUS0005812,Hồ Đức,Male,21,2023-06-25,Serum,23,3
CUS0005813,Trần Phúc,Male,33,2023-03-13,Serum,11,5
CUS0005814,Đặng Nhung,Female,34,2024-04-23,Toner,14,6
CUS0005815,Đỗ Mai,Female,32,2025-04-21,Cleanser,12,7
CUS0005816,Vũ Linh,Female,30,2025-02-15,Serum,19,8
CUS0005817,Nguyễn Thu,Female,36,2025-08-01,Serum,23,7
CUS0005818,Hồ Hà,Female,27,2025-09-21,Sunscreen,11,8
CUS0005819,Trần Vy,Female,41,2024-10-19,Serum,14,7
CUS0005820,Bùi Chi,Female,35,2025-11-20,Cleanser,15,8
CUS0005821,Đặng Diệu,Female,34,2024-08-10,Sunscreen,10,5
CUS0005822,Nguyễn Ngọc,Female,26,2024-04-18,Moisturizer,8,7
CUS0005823,Bùi Diệu,Female,33,2025-01-15,Serum,11,5
CUS0005824,Ngô Chi,Female,22,2024-04-12,Serum,8,7
CUS0005825,Hồ Diệu,Female,38,2024-04-15,Moisturizer,17,5
CUS0005826,Ngô Cường,Male,16,2022-08-12,Serum,23,8
CUS0005827,Dương Trang,Female,27,2024-07-13,Serum,10,8
CUS0005828,Lê Hương,Female,16,2023-12-25,Cleanser,16,2
CUS0005829,Ngô Chi,Female,21,2025-10-03,Serum,8,1
CUS0005830,Trần Tài,Male,38,2025-01-12,Serum,23,7
CUS0005831,Lý Trang,Female,26,2025-06-23,Moisturizer,10,5
CUS0005832,Vũ Nga,Female,18,2024-04-26,Serum,3,2
CUS0005833,Nguyễn Chi,Female,28,2024-06-16,Serum,10,6
CUS0005834,Bùi Hoa,Female,30,2023-06-02,Cleanser,14,1
CUS0005835,Lý Việt,Male,18,2024-05-04,Cleanser,23,3
CUS0005836,Hồ Chi,Female,30,2024-10-09,Sunscreen,10,7
CUS0005837,Lê An,Female,33,2025-11-30,Toner,22,7
CUS0005838,Lê An,Female,23,2024-06-30,Sunscreen,3,5
CUS0005839,Phan An,Female,44,2024-02-19,Moisturizer,17,8
CUS0005840,Bùi Linh,Female,25,2023-03-30,Cleanser,10,2
CUS0005841,Phạm Hương,Female,16,2024-03-04,Cleanser,3,3
CUS0005842,Hoàng Chi,Female,24,2024-11-29,Sunscreen,11,2
CUS0005843,Phan Diệu,Female,35,2024-10-12,Toner,20,5
CUS0005844,Lê An,Female,21,2025-09-06,Toner,3,1
CUS0005845,Vũ Nga,Female,28,2025-06-06,Toner,8,7
CUS0005846,Đặng Hoa,Female,16,2024-01-08,Toner,14,7
CUS0005847,Phan Long,Male,35,2024-09-14,Serum,19,7
CUS0005848,Hoàng Hà,Female,22,2022-06-25,Cleanser,20,8
CUS0005849,Lê Chi,Female,47,2025-08-11,Cleanser,8,8
CUS0005850,Trần Mai,Female,27,2023-05-04,Moisturizer,8,2
CUS0005851,Phạm Hùng,Male,26,2022-07-13,Serum,11,2
CUS0005852,Hoàng Hương,Female,21,2022-04-23,Cleanser,19,7
CUS0005853,Nguyễn Vy,Female,38,2024-10-25,Cleanser,16,2
CUS0005854,Vũ Hùng,Male,39,2025-03-28,Cleanser,10,7
CUS0005855,Vũ Phương,Female,26,2024-07-02,Cleanser,7,7
CUS0005856,Lê An,Female,32,2024-03-29,Serum,14,3
CUS0005857,Phan Hải,Male,21,2022-11-19,Serum,5,7
CUS0005858,Lý Long,Male,19,2024-07-31,Moisturizer,10,2
CUS0005859,Hồ Long,Male,29,2022-06-11,Serum,10,6
CUS0005860,Hồ Tuấn,Male,41,2025-05-26,Cleanser,8,1
CUS0005861,Phan Mai,Female,30,2023-12-05,Sunscreen,6,8
CUS0005862,Nguyễn Trang,Female,24,2023-04-02,Moisturizer,16,2
CUS0005863,Phan Nhung,Female,30,2023-12-10,Serum,23,3
CUS0005864,Lý Hoa,Female,32,2024-12-28,Toner,16,5
CUS0005865,Nguyễn Mai,Female,27,2023-10-20,Serum,8,8
CUS0005866,Bùi Bình,Male,37,2025-10-31,Cleanser,10,1
CUS0005867,Ngô Bình,Male,18,2025-06-02,Cleanser,17,7
CUS0005868,Lê Tài,Male,34,2025-04-28,Moisturizer,23,3
CUS0005869,Dương Thảo,Female,21,2025-09-08,Serum,8,1
CUS0005870,Ngô Vy,Female,35,2023-11-27,Cleanser,17,7
CUS0005871,Nguyễn An,Female,23,2024-07-28,Moisturizer,16,7
CUS0005872,Đặng Hà,Female,29,2025-08-17,Moisturizer,11,7
CUS0005873,Vũ Sơn,Male,32,2025-04-13,Serum,7,2
CUS0005874,Bùi Bảo,Female,27,2024-04-18,Toner,16,2
CUS0005875,Lý Linh,Female,26,2025-01-04,Serum,14,7
CUS0005876,Trần Hà,Female,34,2022-01-31,Sunscreen,10,3
CUS0005877,Bùi Diệu,Female,16,2023-12-12,Moisturizer,16,2
CUS0005878,Trần Thu,Female,20,2022-09-08,Cleanser,7,7
CUS0005879,Trần Hà,Female,35,2022-01-09,Toner,23,7
CUS0005880,Bùi Linh,Female,22,2022-05-31,Serum,18,6
CUS0005881,Lê Mai,Female,29,2025-06-28,Sunscreen,8,3
CUS0005882,Phan Phương,Female,33,2025-12-21,Cleanser,7,7
CUS0005883,Phạm Tuấn,Male,39,2022-07-28,Toner,20,6
CUS0005884,Vũ Linh,Female,16,2025-09-18,Serum,23,3
CUS0005885,Ngô Chi,Female,42,2024-02-02,Sunscreen,10,6
CUS0005886,Lý Lan,Female,17,2023-01-28,Serum,15,7
CUS0005887,Ngô Linh,Female,36,2022-04-23,Moisturizer,23,2
CUS0005888,Ngô Linh,Female,16,2024-12-24,Moisturizer,10,5
CUS0005889,Đỗ Linh,Female,30,2022-01-04,Moisturizer,8,1
CUS0005890,Hoàng Hùng,Male,24,2024-01-25,Serum,15,2
CUS0005891,Dương Hà,Female,40,2024-06-22,Toner,6,2
CUS0005892,Vũ An,Female,16,2023-07-01,Cleanser,7,6
CUS0005893,Đặng An,Female,38,2025-07-12,Serum,16,2
CUS0005894,Trần Nga,Female,38,2025-03-21,Sunscreen,16,6
CUS0005895,Trần Nhung,Female,28,2024-02-19,Serum,16,5
CUS0005896,Dương An,Female,24,2025-11-24,Sunscreen,19,7
CUS0005897,Lê An,Female,46,2024-08-05,Moisturizer,3,7
CUS0005898,Hồ Trang,Female,40,2023-10-04,Moisturizer,17,7
CUS0005899,Lý Việt,Male,16,2023-12-23,Moisturizer,22,8
CUS0005900,Ngô Cường,Male,50,2025-08-17,Serum,8,2
CUS0005901,Phan Ngọc,Female,23,2024-10-10,Toner,11,3
CUS0005902,Trần Phương,Female,35,2024-11-02,Serum,7,4
CUS0005903,Hồ Khoa,Male,30,2022-06-15,Serum,3,4
CUS0005904,Trần Vy,Female,43,2024-07-23,Toner,23,7
CUS0005905,Đặng Trang,Female,29,2025-01-08,Sunscreen,15,7
CUS0005906,Trần Dũng,Male,27,2025-09-11,Serum,20,8
CUS0005907,Nguyễn Bảo,Female,26,2024-03-12,Sunscreen,16,1
CUS0005908,Lý Hoa,Female,17,2024-04-05,Serum,3,7
CUS0005909,Lê Nga,Female,48,2024-08-21,Serum,17,7
CUS0005910,Đặng Khoa,Male,35,2025-09-21,Toner,3,1
CUS0005911,Lý Linh,Female,21,2025-06-11,Serum,16,1
CUS0005912,Bùi Cường,Male,27,2023-04-11,Toner,16,7
CUS0005913,Lê An,Female,36,2024-09-21,Cleanser,5,6
CUS0005914,Lý Nga,Female,28,2023-10-23,Sunscreen,15,2
CUS0005915,Trần Tuấn,Male,31,2025-05-11,Toner,11,5
CUS0005916,Phạm Trang,Female,23,2025-01-02,Moisturizer,16,7
CUS0005917,Bùi Diệu,Female,24,2025-01-22,Cleanser,15,8
CUS0005918,Bùi Việt,Male,29,2023-09-20,Moisturizer,7,5
CUS0005919,Đặng Ngọc,Female,32,2023-06-17,Sunscreen,11,6
CUS0005920,Dương Anh,Male,29,2024-01-05,Moisturizer,8,2
CUS0005921,Lê Thu,Female,18,2024-02-04,Serum,7,4
CUS0005922,Hồ Nga,Female,21,2023-05-09,Sunscreen,23,7
CUS0005923,Bùi Thu,Female,28,2025-06-24,Moisturizer,7,2
CUS0005924,Vũ Bảo,Female,33,2022-03-02,Sunscreen,11,7
CUS0005925,Lê Linh,Female,35,2023-12-28,Sunscreen,11,2
CUS0005926,Bùi Minh,Male,19,2023-10-09,Sunscreen,13,2
CUS0005927,Nguyễn Đức,Male,18,2025-08-12,Cleanser,16,3
CUS0005928,Vũ Ngọc,Female,16,2025-10-07,Serum,6,3
CUS0005929,Hồ Sơn,Male,24,2023-03-31,Toner,3,2
CUS0005930,Phan Mai,Female,22,2024-02-18,Sunscreen,3,8
CUS0005931,Bùi Phương,Female,19,2023-04-06,Sunscreen,8,3
CUS0005932,Hoàng Diệu,Female,28,2023-09-19,Moisturizer,20,8
CUS0005933,Ngô Bảo,Female,31,2025-08-28,Serum,11,8
CUS0005934,Dương Vy,Female,35,2025-06-25,Serum,3,2
CUS0005935,Đặng Phúc,Male,24,2023-09-06,Toner,3,6
CUS0005936,Hồ Linh,Female,18,2023-11-27,Moisturizer,22,2
CUS0005937,Đặng Chi,Female,32,2024-08-20,Serum,16,2
CUS0005938,Nguyễn Nhung,Female,46,2022-03-04,Moisturizer,17,8
CUS0005939,Phan Vy,Female,39,2025-11-06,Moisturizer,17,7
CUS0005940,Trần Nhung,Female,43,2025-02-25,Serum,7,2
CUS0005941,Đặng Vy,Female,20,2023-07-17,Toner,7,8
CUS0005942,Đỗ Diệu,Female,27,2024-05-11,Serum,10,8
CUS0005943,Lê Trang,Female,25,2024-07-26,Sunscreen,16,8
CUS0005944,Hồ An,Female,35,2024-06-07,Serum,10,7
CUS0005945,Trần An,Female,26,2022-09-06,Serum,10,7
CUS0005946,Bùi Ngọc,Female,31,2025-03-20,Sunscreen,8,5
CUS0005947,Phạm Thảo,Female,28,2025-11-19,Serum,23,8
CUS0005948,Phạm Phương,Female,37,2023-01-31,Serum,20,6
CUS0005949,Lê An,Female,29,2022-03-28,Cleanser,23,2
CUS0005950,Trần Hoa,Female,36,2022-04-11,Cleanser,17,7
CUS0005951,Đỗ Phương,Female,31,2023-12-10,Toner,22,1
CUS0005952,Dương Quân,Male,24,2024-11-10,Sunscreen,11,4
CUS0005953,Đặng Thu,Female,30,2024-10-13,Serum,11,8
CUS0005954,Hoàng Sơn,Male,32,2022-04-30,Sunscreen,3,7
CUS0005955,Đặng Trang,Female,26,2023-07-03,Serum,20,4
CUS0005956,Ngô Mai,Female,32,2024-10-11,Cleanser,18,1
CUS0005957,Lý Chi,Female,40,2022-10-15,Sunscreen,16,8
CUS0005958,Phan Linh,Female,16,2024-02-10,Toner,11,7
CUS0005959,Đỗ Sơn,Male,30,2025-06-10,Toner,10,7
CUS0005960,Đặng Hương,Female,39,2022-08-17,Sunscreen,7,1
CUS0005961,Đỗ Mai,Female,30,2025-01-19,Sunscreen,20,3
CUS0005962,Lý Phúc,Male,21,2022-10-19,Cleanser,8,7
CUS0005963,Lý Hoa,Female,22,2022-06-07,Sunscreen,8,8
CUS0005964,Phan Nam,Male,34,2025-01-22,Cleanser,16,3
CUS0005965,Phạm Hương,Female,26,2025-02-15,Serum,11,3
CUS0005966,Hồ Lan,Female,22,2023-06-25,Sunscreen,8,3
CUS0005967,Lý Thảo,Female,35,2024-10-26,Toner,20,7
CUS0005968,Lý Cường,Male,27,2024-05-27,Serum,10,7
CUS0005969,Nguyễn Lan,Female,22,2023-06-08,Sunscreen,23,3
CUS0005970,Trần Minh,Male,27,2025-04-16,Sunscreen,23,2
CUS0005971,Dương Vy,Female,45,2023-08-21,Moisturizer,20,7
CUS0005972,Đặng Đức,Male,24,2023-08-30,Sunscreen,22,8
CUS0005973,Đặng Quân,Male,16,2024-07-23,Serum,5,2
CUS0005974,Vũ Lan,Female,20,2025-05-11,Moisturizer,10,3
CUS0005975,Hoàng Phương,Female,23,2025-01-29,Sunscreen,3,7
CUS0005976,Phạm Ngọc,Female,28,2023-05-31,Cleanser,23,2
CUS0005977,Ngô Thảo,Female,16,2024-09-20,Serum,23,8
CUS0005978,Bùi Hà,Female,25,2025-01-03,Sunscreen,10,2
CUS0005979,Lê Hà,Female,26,2023-04-20,Serum,14,7
CUS0005980,Lê Minh,Male,16,2023-04-02,Sunscreen,22,8
CUS0005981,Phạm Ngọc,Female,26,2022-08-07,Serum,12,8
CUS0005982,Dương Thu,Female,31,2023-10-10,Toner,23,5
CUS0005983,Trần Nhung,Female,16,2022-01-26,Cleanser,7,8
CUS0005984,Hoàng Khoa,Male,28,2025-03-19,Cleanser,17,2
CUS0005985,Đỗ Diệu,Female,28,2024-11-26,Moisturizer,2,2
CUS0005986,Hoàng Thảo,Female,31,2024-02-03,Sunscreen,11,3
CUS0005987,Trần Bình,Male,16,2023-12-30,Sunscreen,8,2
CUS0005988,Phan Nam,Male,19,2024-12-09,Toner,10,7
CUS0005989,Phạm Hà,Female,26,2024-07-07,Sunscreen,4,7
CUS0005990,Lý Quân,Male,35,2024-05-13,Sunscreen,15,7
CUS0005991,Dương Linh,Female,34,2024-04-14,Serum,21,6
CUS0005992,Hồ An,Female,17,2023-11-20,Cleanser,15,2
CUS0005993,Hồ Hải,Male,37,2025-07-11,Moisturizer,20,7
CUS0005994,Phạm Thảo,Female,16,2025-05-10,Cleanser,15,7
CUS0005995,Hoàng Hương,Female,17,2024-09-07,Moisturizer,8,1
CUS0005996,Vũ Ngọc,Female,16,2023-06-20,Sunscreen,8,3
CUS0005997,Trần Phương,Female,31,2024-12-24,Toner,7,1
CUS0005998,Bùi Mai,Female,35,2023-02-12,Moisturizer,8,8
CUS0005999,Bùi Bình,Male,25,2024-04-17,Cleanser,3,6
CUS0006000,Nguyễn Hoa,Female,16,2024-09-01,Serum,17,8
CUS0006001,Vũ Hùng,Male,23,2023-07-16,Moisturizer,15,7
CUS0006002,Dương Hà,Female,29,2025-01-18,Moisturizer,20,8
CUS0006003,Bùi Hà,Female,42,2025-06-05,Moisturizer,20,7
CUS0006004,Đỗ Sơn,Male,29,2022-03-26,Cleanser,20,8
CUS0006005,Phan Nhung,Female,35,2025-01-10,Sunscreen,7,5
CUS0006006,Trần Phúc,Male,28,2025-11-15,Sunscreen,7,8
CUS0006007,Ngô Cường,Male,25,2023-02-07,Serum,7,7
CUS0006008,Trần Việt,Male,39,2025-02-26,Serum,15,2
CUS0006009,Đỗ Trang,Female,18,2024-06-30,Serum,16,3
CUS0006010,Vũ An,Female,37,2025-02-22,Cleanser,20,4
CUS0006011,Vũ Trang,Female,30,2023-09-28,Cleanser,8,7
CUS0006012,Trần Ngọc,Female,20,2023-01-29,Serum,3,2
CUS0006013,Trần Lan,Female,31,2023-11-22,Sunscreen,19,7
CUS0006014,Ngô Đức,Male,39,2023-03-17,Toner,22,8
CUS0006015,Dương Chi,Female,16,2023-08-10,Sunscreen,23,7
CUS0006016,Đặng Trang,Female,27,2024-05-22,Sunscreen,15,7
CUS0006017,Phan Tài,Male,25,2024-07-27,Serum,16,8
CUS0006018,Hồ Mai,Female,37,2025-09-13,Sunscreen,3,6
CUS0006019,Hồ Dũng,Male,24,2022-06-26,Cleanser,16,2
CUS0006020,Lý An,Female,33,2024-05-06,Toner,15,3
CUS0006021,Hồ Hoa,Female,31,2024-11-27,Cleanser,3,4
CUS0006022,Bùi Nga,Female,26,2025-07-23,Sunscreen,9,7
CUS0006023,Hồ Hùng,Male,27,2022-09-17,Serum,23,2
CUS0006024,Ngô Thảo,Female,41,2024-04-12,Cleanser,3,2
CUS0006025,Phan Thu,Female,37,2023-09-21,Cleanser,17,8
CUS0006026,Hoàng Bảo,Female,27,2025-05-25,Cleanser,18,8
CUS0006027,Hồ Hương,Female,33,2023-11-30,Moisturizer,4,2
CUS0006028,Nguyễn Nga,Female,30,2023-02-07,Toner,8,8
CUS0006029,Phạm Khoa,Male,21,2025-02-18,Cleanser,3,8
CUS0006030,Hồ Ngọc,Female,24,2023-10-05,Serum,23,8
CUS0006031,Hồ Hà,Female,16,2023-03-27,Moisturizer,10,8
CUS0006032,Phan Thảo,Female,23,2025-04-22,Toner,11,7
CUS0006033,Phan An,Female,33,2023-01-12,Serum,8,7
CUS0006034,Phan Phương,Female,20,2024-11-08,Sunscreen,15,5
CUS0006035,Vũ Hà,Female,22,2022-03-10,Serum,7,3
CUS0006036,Lý Ngọc,Female,28,2024-01-13,Toner,11,7
CUS0006037,Dương Thảo,Female,30,2025-03-14,Toner,10,3
CUS0006038,Đặng Hà,Female,40,2025-09-10,Cleanser,20,8
CUS0006039,Phạm Thu,Female,32,2025-03-18,Sunscreen,9,3
CUS0006040,Nguyễn Hùng,Male,22,2024-09-04,Toner,20,7
CUS0006041,Đặng Vy,Female,26,2024-10-07,Toner,15,3
CUS0006042,Trần Lan,Female,26,2023-05-09,Sunscreen,14,1
CUS0006043,Dương Mai,Female,32,2023-05-18,Sunscreen,5,2
CUS0006044,Phan Ngọc,Female,33,2022-06-20,Cleanser,17,2
CUS0006045,Phạm Phương,Female,22,2024-11-20,Serum,2,2
CUS0006046,Ngô Ngọc,Female,32,2025-11-12,Toner,23,7
CUS0006047,Vũ Chi,Female,22,2023-01-09,Moisturizer,7,7
CUS0006048,Phan Nhung,Female,17,2025-12-08,Toner,8,3
CUS0006049,Đặng Bình,Male,33,2024-11-28,Moisturizer,23,5
CUS0006050,Hồ Cường,Male,25,2023-01-06,Toner,15,7
CUS0006051,Hồ Chi,Female,28,2024-07-20,Toner,10,2
CUS0006052,Lê Hà,Female,25,2024-02-05,Sunscreen,20,5
CUS0006053,Phạm Trang,Female,40,2023-06-23,Serum,7,7
CUS0006054,Bùi Mai,Female,20,2025-01-16,Serum,15,2
CUS0006055,Nguyễn Chi,Female,34,2023-08-11,Sunscreen,7,5
CUS0006056,Ngô Trang,Female,36,2022-06-08,Cleanser,19,2
CUS0006057,Ngô Bảo,Female,27,2025-10-24,Cleanser,6,5
CUS0006058,Hồ Hương,Female,16,2025-02-19,Serum,17,4
CUS0006059,Đỗ Hoa,Female,24,2025-12-31,Sunscreen,14,7
CUS0006060,Dương Tuấn,Male,19,2024-02-01,Serum,23,3
CUS0006061,Vũ Sơn,Male,22,2023-07-10,Moisturizer,7,7
CUS0006062,Bùi Khoa,Male,31,2025-07-19,Serum,7,2
CUS0006063,Hoàng Linh,Female,22,2025-07-04,Serum,1,2
CUS0006064,Lê Nga,Female,18,2022-10-12,Serum,3,2
CUS0006065,Phạm Chi,Female,25,2025-07-01,Toner,13,7
CUS0006066,Bùi Hà,Female,34,2024-02-02,Moisturizer,10,7
CUS0006067,Nguyễn An,Female,16,2023-03-28,Sunscreen,11,8
CUS0006068,Hồ Trang,Female,26,2023-08-27,Moisturizer,16,5
CUS0006069,Hoàng Nhung,Female,25,2024-03-31,Cleanser,20,3
CUS0006070,Lý Hương,Female,36,2025-12-25,Moisturizer,12,7
CUS0006071,Ngô Diệu,Female,38,2024-12-28,Serum,16,7
CUS0006072,Trần Nga,Female,26,2025-07-26,Serum,10,3
CUS0006073,Ngô Trang,Female,25,2025-06-21,Serum,7,7
CUS0006074,Đỗ Chi,Female,31,2025-05-17,Serum,2,5
CUS0006075,Lý An,Female,28,2023-02-18,Moisturizer,11,5
CUS0006076,Nguyễn Hoa,Female,27,2025-06-09,Serum,14,6
CUS0006077,Hoàng Linh,Female,16,2024-05-28,Sunscreen,10,2
